Name: Taxa SELIC
Data Provider: Banco Central do Brasil ( Brazil Central Bank )
Url: www3.bcb.gov.br/selic/consulta/taxaSelic.do?method=listarTaxaDiaria
Description: Brazilian Daily Interest Rate Since 1/7/2000
time,rate,factor,VNA
2000-07-03,17.260000000000002,1.0006320399999999,1000.0
2000-07-04,17.219999999999999,1.00063068,1000.63204
2000-07-05,17.23,1.0006310199999999,1001.2631186149872
2000-07-06,17.280000000000001,1.00063272,1001.8949356680955
2000-07-07,17.280000000000001,1.00063272,1002.5288546317914
2000-07-10,17.010000000000002,1.00062356,1003.163174688694
2000-07-11,16.960000000000001,1.00062187,1003.7887071179028
2000-07-12,16.98,1.0006225500000001,1004.4129332011981
2000-07-13,16.940000000000001,1.0006211899999999,1005.0382304727627
2000-07-14,16.949999999999999,1.0006215300000001,1005.66255017115
2000-07-17,16.949999999999999,1.0006215300000001,1006.2875996159579
2000-07-18,16.940000000000001,1.0006211899999999,1006.9130375477473
2000-07-19,16.91,1.0006201699999999,1007.5385218575415
2000-07-20,16.579999999999998,1.0006089499999999,1008.1633670226418
2000-07-21,16.52,1.0006069,1008.7772881049901
2000-07-24,16.530000000000001,1.0006072399999999,1009.389515041141
2000-07-25,16.489999999999998,1.0006058799999999,1010.0024567302544
2000-07-26,16.489999999999998,1.0006058799999999,1010.614397018738
2000-07-27,16.469999999999999,1.0006052000000001,1011.2267080696035
2000-07-28,16.440000000000001,1.0006041699999999,1011.8387024733273
2000-07-31,16.390000000000001,1.00060247,1012.4500250622007
2000-08-01,16.399999999999999,1.00060281,1013.0599958287997
2000-08-02,16.440000000000001,1.0006041699999999,1013.6706785248853
2000-08-03,16.43,1.00060383,1014.2831079387296
2000-08-04,16.440000000000001,1.0006041699999999,1014.8955625077962
2000-08-07,16.48,1.00060554,1015.5087319597964
2000-08-08,16.489999999999998,1.0006058799999999,1016.1236631173474
2000-08-09,16.539999999999999,1.0006075800000001,1016.7393121223569
2000-08-10,16.559999999999999,1.0006082599999999,1017.3570625936163
2000-08-11,16.600000000000001,1.00060963,1017.9758802005094
2000-08-14,16.600000000000001,1.00060963,1018.5964688363561
2000-08-15,16.469999999999999,1.0006052000000001,1019.2174358016528
2000-08-16,16.440000000000001,1.0006041699999999,1019.8342661938
2000-08-17,16.530000000000001,1.0006072399999999,1020.4504194624062
2000-08-18,16.600000000000001,1.00060963,1021.0700777751205
2000-08-21,16.57,1.0006086000000001,1021.6925527266345
2000-08-22,16.59,1.0006092900000001,1022.314354814224
2000-08-23,16.559999999999999,1.0006082599999999,1022.9372407274689
2000-08-24,16.600000000000001,1.00060963,1023.5594525335136
2000-08-25,16.600000000000001,1.00060963,1024.1834450825618
2000-08-28,16.600000000000001,1.00060963,1024.8078180361874
2000-08-29,16.600000000000001,1.00060963,1025.432571626297
2000-08-30,16.469999999999999,1.0006052000000001,1026.0577060849373
2000-08-31,16.41,1.0006031500000001,1026.6786762086601
2000-09-01,16.399999999999999,1.00060281,1027.2979174522154
2000-09-04,16.399999999999999,1.00060281,1027.9171829098348
2000-09-05,16.390000000000001,1.00060247,1028.5368216668646
2000-09-06,16.530000000000001,1.0006072399999999,1029.1564842458142
2000-09-08,16.550000000000001,1.00060792,1029.7814292293076
2000-09-11,16.579999999999998,1.0006089499999999,1030.4074539557648
2000-09-12,16.59,1.0006092900000001,1031.034920574851
2000-09-13,16.600000000000001,1.00060963,1031.6631198416082
2000-09-14,16.600000000000001,1.00060963,1032.2920526293574
2000-09-15,16.600000000000001,1.00060963,1032.9213688334019
2000-09-18,16.600000000000001,1.00060963,1033.5510686874838
2000-09-19,16.59,1.0006092900000001,1034.1811524254879
2000-09-20,16.600000000000001,1.00060963,1034.8112686598492
2000-09-21,16.600000000000001,1.00060963,1035.4421206535621
2000-09-22,16.600000000000001,1.00060963,1036.0733572335762
2000-09-25,16.600000000000001,1.00060963,1036.7049786343468
2000-09-26,16.600000000000001,1.00060963,1037.3369850904717
2000-09-27,16.59,1.0006092900000001,1037.9693768366924
2000-09-28,16.59,1.0006092900000001,1038.6018011983053
2000-09-29,16.600000000000001,1.00060963,1039.2346108897577
2000-10-02,16.59,1.0006092900000001,1039.8681594855943
2000-10-03,16.57,1.0006086000000001,1040.5017407564874
2000-10-04,16.600000000000001,1.00060963,1041.1349901159119
2000-10-05,16.59,1.0006092900000001,1041.7696972399365
2000-10-06,16.600000000000001,1.00060963,1042.4044370987676
2000-10-09,16.59,1.0006092900000001,1043.0399181157563
2000-10-10,16.59,1.0006092900000001,1043.6754319074653
2000-10-11,16.600000000000001,1.00060963,1044.3113329113723
2000-10-13,16.600000000000001,1.00060963,1044.947976429255
2000-10-16,16.600000000000001,1.00060963,1045.5850080641255
2000-10-17,16.600000000000001,1.00060963,1046.2224280525918
2000-10-18,16.600000000000001,1.00060963,1046.8602366314055
2000-10-19,16.600000000000001,1.00060963,1047.4984340374631
2000-10-20,16.600000000000001,1.00060963,1048.1370205078053
2000-10-23,16.600000000000001,1.00060963,1048.7759962796174
2000-10-24,16.600000000000001,1.00060963,1049.4153615902296
2000-10-25,16.600000000000001,1.00060963,1050.0551166771156
2000-10-26,16.600000000000001,1.00060963,1050.6952617778954
2000-10-27,16.600000000000001,1.00060963,1051.3357971303333
2000-10-30,16.600000000000001,1.00060963,1051.9767229723377
2000-10-31,16.59,1.0006092900000001,1052.6180395419635
2000-11-01,16.530000000000001,1.0006072399999999,1053.2593891872762
2000-11-03,16.449999999999999,1.00060452,1053.8989704187661
2000-11-06,16.399999999999999,1.00060281,1054.5360734243636
2000-11-07,16.440000000000001,1.0006041699999999,1055.1717583147847
2000-11-08,16.5,1.0006062200000001,1055.8092614360055
2000-11-09,16.539999999999999,1.0006075800000001,1056.4493141264732
2000-11-10,16.600000000000001,1.00060963,1057.0911916007501
2000-11-13,16.600000000000001,1.00060963,1057.7356261038858
2000-11-14,16.600000000000001,1.00060963,1058.3804534736273
2000-11-16,16.600000000000001,1.00060963,1059.0256739494785
2000-11-17,16.600000000000001,1.00060963,1059.6712877710884
2000-11-20,16.600000000000001,1.00060963,1060.3172951782522
2000-11-21,16.59,1.0006092900000001,1060.9636964109118
2000-11-22,16.449999999999999,1.00060452,1061.6101309814981
2000-11-23,16.460000000000001,1.0006048599999999,1062.2518955378789
2000-11-24,16.43,1.00060383,1062.894409219414
2000-11-27,16.449999999999999,1.00060452,1063.536216750533
2000-11-28,16.469999999999999,1.0006052000000001,1064.1791456642829
2000-11-29,16.420000000000002,1.00060349,1064.823186883239
2000-11-30,16.399999999999999,1.00060281,1065.4657970282913
2000-12-01,16.399999999999999,1.00060281,1066.1080704653978
2000-12-04,16.379999999999999,1.0006021300000001,1066.7507310713552
2000-12-05,16.370000000000001,1.0006017899999999,1067.3930536890553
2000-12-06,16.370000000000001,1.0006017899999999,1068.0354001548346
2000-12-07,16.359999999999999,1.00060145,1068.6781331782938
2000-12-08,16.359999999999999,1.00060145,1069.3208896414937
2000-12-11,16.350000000000001,1.0006010999999999,1069.9640326905687
2000-12-12,16.34,1.00060076,1070.607188070619
2000-12-13,16.350000000000001,1.0006010999999999,1071.2503660449242
2000-12-14,16.34,1.00060076,1071.8942946399536
2000-12-15,16.329999999999998,1.00060042,1072.5382458564015
2000-12-18,16.32,1.0006000799999999,1073.1822192699788
